Number,Short description,Assignment group,Close notes,Tags,Classification
INC4413356,Quota Change PDB,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Quota Change for PDB on AZD Prod
Issue Type: SAS Service Request
Resolution Steps:  We have increased the quota for the project PDB based on the attached SR.
",AZ Germany, SAS Filesystem/Quota
INC3983707,Quota Change DMGLA ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Description: Quota Change DMGLA 
Issue Type: SAS FileSystem/quota
Resolution Steps: Quota has been modified for DMGLA project based on SR provided",AZ Germany, SAS Service Requests
INC4501051,Quota Change p8kaa ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:Work quota change for p8kaa project in AZD Production environment.
Issue Type: SAS Service Request.
Resolution Steps:  work quota has been increased for project p8kaa based on the attached SR.",AZ Germany, SAS Service Requests
INC3983622,Quota Change bisfb,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Description: Quota Change bisfb
Issue Type: SAS FileSystem/quota
Resolution Steps: Quota has been modified for bisfb project based on SR provided.",AZ Germany, SAS Service Requests
INC2443304,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,We have guided user to reinstall the SAS EG on this local machine (email attached).,AZ Germany, SAS AVC Client Issue - Vitualization
INC3756369,TNS entries for SAS ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description:  TNS entry needs to be added in tnsnames.ora
Incident Type: SAS Database.
Resolution Steps: New entry has been added in tnsnames.ora file. User has also confirmed that new entry is working fine.",AZ Benelux, SAS Database
INC4224567,Add entry in tnsnames.ora on biaa-sg-int.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident description: Add entry in tnsnames.ora on biaa-sg-int.srv.allianz
Issue Type: SAS Database 
Resolution Steps: As requested new entry has been added in tnsnames.ora on biaa-sg-int.srv.allianz. Customer has confirmed that new entry is working fine and incident can be closed. ",AZ Benelux, SAS Database
INC4145611,Missing privs for renaming/removing SAS jobs/folders on Non-Prodiction environments,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue with users metadata Identity on DEV/INT.
we have corrected for DEV. Will do it same for INT today. It should be fine.",AZ Benelux, SAS Access Issue
INC3900940,Need access to SAS metadata.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type : access issue
Resolution : adviced the user to contact application owners",AZ Benelux, SAS Access Issue
INC3060314,Please restart UC4 Services,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed to close the ticket.,AZ Germany, SAS Service Requests
INC2905836,sas enterprise guide loading very slow,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Benelux, SAS Performance
INC3653017,BFI SAS enterprise guide performance issue,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, the issue is no more exist. (PFA confirmation mail).
There might be temporary slowness due to high resource utilization on the server for limited period.",AZ Benelux, SAS Performance
INC3683084,BIFI SAS ENTERPrise guide performance issue The program is overal very slow according to user. Other collegues of his have the same issue/ See INC3653017,AZTEC.GAP.PAAS-SAS-CL-2ND,"Intermittent Performance issue
We haven't done any. Now system looks fine. User will get back to us when he encounter the same.",AZ Benelux, SAS Performance
INC3199494,SAS Error,AZTEC.GAP.PAAS-SAS-CL-2ND,Had a webex with the user and identified that the user is not having access to the group birerung. Advised the user to request for the group through giam.,AZ Reinsurance, SAS Access Issue
INC4632967,SAS server - insufficient space,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident description: SAS server - insufficient space
Issue Type: SAS Space Issue
Resolution Steps: User has confirmed that issue ahs been resolved and  now code is ruuning  fine without any error.",AZ Reinsurance, SAS Filesystem/Quota
INC3182090,User H38178 unable to connect to our UAT systems?,AZTEC.GAP.PAAS-SAS-CL-2ND,"We could see that there was a GPFS file system related issue on 13-06-2019, and this resulted in AZUK object spawners going into hung state. We have restarted it and the issue is now resolved",AZ UK, SAS Server Issue
INC3911107,Master SAS Portal ein Systemfehler erscheint,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue with GPFS and server was reeboted,AZ Germany, SAS GPFS
INC3862010,File Restoration on BIEC-SG-PROD.SRV.Allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:  File Restoration on BIEC-SG-PROD.SRV.Allianz
Incident Type: SAS File Restore
Resolution Description: We raised service request with backup team and restoration has been completed successfully. user has also confirmed the same.",AZ Germany, SAS Others
INC3099391,SAS: Failed to start the Server Project DMVERT,AZTEC.GAP.PAAS-SAS-CL-2ND,"DMVERT objectspawner was not responding. The issue has been resolved after restarting dmvert objectspawner.
As per user confirmation, we are closing the ticket as of now.",AZ Germany, SAS Server Issue
INC3823164,SAS. Not reachable,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Unable to connect SAS Project DMVERT on biec-sas94-meta-dev.srv.allianz
Incident Type:SAS Server issue.
Resolution Description: After restarting object spwaner , now user can connect to DMVERT . User has confirmed the same over jabber.",AZ Germany, SAS Server Issue
INC2840055,SAS: Copy AUTHDOMAIN,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Monika,
As per discussion, The Auth domains not working as tested in Int Stage due to credential issue. So this ticket can be closed as you suggested and please open new ticket with the details.
Thank you.
Regards,
D Srinivasulu",AZ Germany, SAS Database
INC4156936,SAS: Create authdomain,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : create authdomains
Type: Service request
Resolution : Authdomains have been created and are working correctly",AZ Germany, sas configuration
INC4379042,SAS: Unable to establish a SAS Metadata Server,AZTEC.GAP.PAAS-SAS-CL-2ND,"INC4379130.
Issue is due to UNIX server crash. We restarted the SAS services and looks good now. ",AZ Germany, SAS Server Issue
INC3859399,SAS. Not reachable,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: SAS STP is not working
D: User was unable to access SAS STP for the project QUALI.
R: WE have found the ObjectSpawner in hung state. After restart of the ObjectSpawner of the project QUALI the issue is resolved.",AZ Germany, SAS Platform Access/Availability
INC4135368,Please Remove Obsoleted artifacts ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : Delete files
Type: service request
Resolution : request completed",AZ Technology, SAS Filesystem/Quota
INC4129050,Please Remove Obsoleted artifiacts ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Descriptio : Please Remove Obsoleted artifiacts 
Type : Service Request
Resolution: request completed",AZ Benelux, SAS Service Requests
INC3206384,Add TNS Entries to SAS Servers,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, TNS connections are working fine.",AZ Benelux, SAS Database
INC2727812,SAS Portal -NPS Analyse Stored Process-Fehler,AZTEC.GAP.PAAS-SAS-CL-2ND,"
We have just found an email that the SAS portal for NPS Report is not available until the beginning of April (see attached).

We are closing the ticket for now. Please let us know if you hav any concern.
",AZ Germany, SAS Portal issue
INC3059958,SAS Portal -NPS Analyse Stored Process-Fehler,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Junq,
Good to know that you're working again.
We've given temp access for 'lmark1 Vertreter' and Please reach your LEGBA/Legitimation  to get fulltime access for NPS Analyse.
Please reach us if you have any queries and We're closing this ticket.
Thank you.
Kind Regards,
D Srinivasulu
",AZ Germany, SAS Portal issue
INC2609881,Dev and SI not working ,AZTEC.GAP.PAAS-SAS-CL-2ND,No action taken. Issue resolved. User confirmed to close the ticket.(email attached).,AZ Reinsurance, SAS Server Issue
INC3090621,SAS EG and DI studio not working ,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved,AZ Reinsurance, SAS Access Issue
INC4590599,Unable to access SAS (redwh LIB AMO IMAPs),AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc:Unable to access SAS (redwh LIB AMO IMAPs)
Tye: SAS  others
Resolution : User is able to connect now",AZ Reinsurance, SAS Access Issue
INC2530928,Entreprise guide bifi - Index was outside the bounds of the array.,CSC.WPS.AVC-CLIENT,,AZ Benelux, SAS AVC Client Issue
INC3544789,SR : Quota Setting for AZD projects,AZTEC.GAP.PAAS-SAS-CL-2ND,Request has been completed,AZ Germany, SAS Service Requests
INC3547800,SR : to change the encoding of newly created AZD projects,AZTEC.GAP.PAAS-SAS-CL-2ND,"Request has been completed successfully.
",AZ Germany, SAS Service Requests
INC3148393,project directories seeem not working on all our PROD SAS projects,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Benelux, SAS Server Issue
INC4682455,SR: major issue - failing AGA DWH loading jobs on SAS server due to database unreachability over network dm25,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc:SR: major issue - failing AGA DWH loading jobs on SAS server due to database unreachability over network dm25
Type: SAS database
Res: Issue has been resolved after applying workaround",AZ Benelux, SAS Database
INC3328320,disk space on biab-sg-prod.srv.allianz on 07-20 Sat,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Technology, SAS Filesystem/Quota
INC4463297,AGA jobs terminated + not proceeding at restart,AZTEC.GAP.PAAS-SAS-CL-2ND,It seems submitted jobs might got stuck.,AZ Benelux, SAS Performance
INC4289657,SR: please assign ownership on aga e2e directories (and below) on DEV,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Ownership 
D: Ownership on aga e2e directories (and below) on DEV
R: Provided the ownership to the directories.",AZ Benelux, SAS Access Issue
INC3081610,SR: check for errors - see description - AGAGB1I  - dm24,AZTEC.GAP.PAAS-SAS-CL-2ND,"The change has been completed and we are closing the ticket for now. please let us know if you have further issues.

We haven't received any reply from the user. Thanks.",AZ Benelux, SAS Database
INC3550410,SR: please increase EMAILACKWAIT on all stages and all EUOps and FAOps projects,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed to close the ticket (email attached).,AZ Germany, SAS Service Requests
INC3716529,failures on INT connection,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: error while connecting to bish2 int metadata
Resolution steps.The issue has been resolved, this was caused due to reboot activity perform by Unix Team.",AZ Benelux, SAS Server Issue
INC2572452,SR: please increase the SAS MEMSIZE and SORTSIZE  on agaglobi and agaglobi2 on PROD and INT,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, we are closing the ticket now as there are no issue after memory increased.",AZ Benelux, SAS Service Requests
INC3325085,SR: please increase project and work space on biab-sg-dev.srv.allianz for AGA2 project,AZTEC.GAP.PAAS-SAS-CL-2ND,The request to increase project and work space on biab-sg-dev.srv.allianz for AGA2 project has been completed,AZ Benelux, SAS Service Requests
INC3484356,Troubles with SAS-access to ARGO,AZTEC.GAP.PAAS-SAS-CL-2ND,Informed user via email that we hope the user was able to raise the GIAM request and closing the ticket for now.,AZ Reinsurance, SAS Access Issue
INC3557165,Lange Laufzeiten bei FinRW PROD+INT,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Germany, SAS Platform Access/Availability
INC4669908,"11.02.01 SAS server, access to files ",AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : SAS EG permission issue
Description : SAS Enterprise Guide displays ""Unable to load the children for the item named Files"" when expanding Libraries or Files
Resolution : The issue has been resolved after restarting AVC system.",AZ Benelux, SAS Access Issue
INC3569999,No connection to apkvfb,AZTEC.GAP.PAAS-SAS-CL-2ND,Connection is working fine after ObjectSpawner restart,AZ Germany, SAS Platform Access/Availability
INC3261709,Win7 - SAS Enterprise Guide startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Germany, SAS Others
INC2744531,SAS Zugriff limitiert,AZTEC.GAP.PAAS-SAS-CL-2ND,"We haven't done anything from our end, issue resolved itself.",AZ Germany, SAS Others
INC2544398,mismatch between nslookup and bsub about the server sla08896.srv.allianz (10.72.191.105),AZTEC.GAP.PAAS-SAS-CL-2ND,Our engineering team checked the configuration and removed the App9 from all the configuration files.,AZ France, SAS Platform Access/Availability
INC2504164,"Please create a request ""demand"" to filetransfer team",AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ France, SAS Service Requests
INC3517484,FDS23VG.csv needs to be overtight  in var/opt/data/data_project/sas94/bishr/azbnl/prod/filesin/OM/CLOSING ,AZTEC.GAP.PAAS-SAS-CL-2ND,FDS23VG.csv has been overwritten   in var/opt/data/data_project/sas94/bishr/azbnl/prod/filesin/OM/CLOSING ,AZ Benelux, SAS Access Issue
INC4315669,Incompatibility problems of SAS AVC package,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : SAS EG
Description : user is getting IOM provider error while starting SAS EG Application. 
Our Observation : The reason for the above error if user is using two SAS EG version on single AVC machine. we observed that user was using two SAS EG application, so informed user to remove any one SAS EG application from AVC.
Solution : we are closing this ticket as of now as user is not available till 1st of April. we will open  the ticket once the user back.",AZ Italy, SAS AVC Client Issue
INC3406471,SR: M6 upgrade activity for M6 upgrade activity for BIRE (E1) and BIUK (E2) PROD : Disable Grafana ,AZTEC.GAP.PAAS-SAS-CL-2ND,Maintenance has been scheduled as requested,AZ Technology, SAS Service Requests
INC3406336,SR: Disable Grafana :: SAS Classic PaaS BIFI Platform - M6 upgrade activity for BIFR (E1) and BISHR (E1) - PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,Maintenance has been scheduled as requested,AZ Technology, SAS Server Issue
INC3257555,Can't start SAS BIFI via AZ TECHNOLOGY on Windows 7,AZTEC.GAP.PAAS-SAS-CL-2ND,User was selecting the application from the wrong location. Adviced the user to relogin and select the application from the sas folder.,AZ France, SAS AVC Client Issue
INC3247084,New Ticket for MIS 3rd Line team,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, the issue has been resolved. ",AZ UK, SAS Access Issue
INC2513955,COP - need complete restart on COP - PROD servers,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Paul,
As you requested that server restart has been completed.  Sop we're closing this ticket.
Thank you.
Regards,
D Srinivasulu",AZ Germany, SAS Platform Access/Availability
INC4281288,COP -Need complete server restart on COP PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: COP -Need complete server restart on COP PROD
Type: Service request
Resolution : Restart completed",AZ France, SAS Server Issue
INC4314413,APP 5.6 INT & PROD: Forms & reports can't be opened and shows  HTTP Status 500 – Internal Server Error,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: APP 5.6 INT & PROD: Forms & reports can't be opened and shows  HTTP Status 500 – Internal Server Error
Type: server issue
Resolution : Working fine after restart",AZ France, SAS Server Issue
INC3079418,APP -  FM studio & portal not working APP PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,All portals working fine now,AZ France, SAS Portal issue
INC3296680,COP - FORMS gives Post logon failure error,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved after full restart,AZ France, SAS Linux Server
INC3901649,APP int- SAS FM studio unknown error,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident type : sas server issue
Resolution : restarted the services",AZ France, SAS Server Issue
